Name,Divisions,Latitude,Longitude,Address,Normal_site,Auto_site,Glamping,Caravan,Restroom,Shower_room,Sink,Homepage
W글램핑,"일반야영장,글램핑",35.3932118,127.8873465,경상남도 산청군 산청읍 내리 ,1,0,14,0,2,2,2,http://www.wglamping.com/default/
진안풍경 소리 펜션 캠핑장,일반야영장,35.9025407,127.5711562,전북 진안군 안천면 상배실길 36-19,1,0,0,1,1,1,1,http://noricamp.com/site/%EC%A7%84%EC%95%88%ED%92%8D%EA%B2%BD%20%EC%86%8C%EB%A6%AC%20%ED%8E%9C%EC%85%98%20%EC%BA%A0%ED%95%91%EC%9E%A5
초락나루펜션&글램핑,"일반야영장,글램핑",36.9955832,126.5271023,충청남도 당진시 석문면 감목길 154,1,0,10,0,6,6,3,http://crnr.idkorea.biz/
가평글램핑클럽레스피아 (구 (주)라벤트리코리아),글램핑,37.6622328,127.5434061,경기도 가평군 설악면 위곡리 ,1,0,21,0,2,2,1,http://lespia.co.kr/intro.html
아쿠아마린캠핑장,"일반야영장,글램핑",38.0477085,127.3765695,경기 포천시 이동면 성장로1289번길 204,1,0,22,0,0,0,0,http://aquamarineglamping.com/
광릉해오름캠핑장&글램핑,"일반야영장,글램핑",37.778773,127.146514,경기 포천시 소흘읍 광릉수목원로874번길 9,1,0,8,0,0,0,0,http://heorumps.com/
산중호걸 글램핑,"일반야영장,카라반,글램핑",38.0907243,127.3715966,경기 포천시 이동면 금강로6263번길 182-73,1,0,18,2,0,0,0,https://sjhkglamping.modoo.at/
(주)디노담양힐링파크 지점,"일반야영장,카라반,글램핑",35.2715103,126.961211,전남 담양군 봉산면 탄금길 9-26,2,0,22,2,4,3,2,http://xn--jk1bk1k8rgckfrnam9heta617d.kr/
랩도그빌애견캠핑장 ,자동차야영장,38.0079579,127.0801557,경기도 연천군 청창로200번길 33-0 ,2,0,0,0,1,1,1,http://lapdogvill.xyz/
명지산카라반오토캠핑장,"일반야영장,자동차야영장,카라반,글램핑",37.9814614,127.4474625,경기도 가평군 북면 적목리 ,2,0,15,26,5,5,5,http://mgocamping.com/
블루마운틴 ,"자동차야영장,카라반,글램핑",35.9641281,128.7408376,대구광역시 동구 능성동 산 47-1,2,0,7,1,9,9,1,http://bluemauntain.itrocks.kr/
흙집섬진강풍경 ,일반야영장,35.1848235,127.6306998,경상남도 하동군 화개면 덕은리 ,2,0,0,0,1,1,1,http://mudhouse.maan.kr/
MK골드캠프(골드펫리조트),"일반야영장,카라반,글램핑",37.2169109,127.1369537,경기도 용인시 기흥구 고매동 기흥단지로 398 ,2,0,17,3,2,2,2,http://www.noricamp.com/site/MK%20%EA%B3%A8%EB%93%9C%20%EC%BA%A0%ED%94%84
에이스카라반,"자동차야영장,카라반",37.1650174,127.2437891,경기 용인시 처인구 이동읍 이원로 547,2,0,0,5,2,2,2,http://www.acepensions.co.kr/
대덕산농원캠핑장 ,"일반야영장,글램핑",35.3492738,126.4505761,전남 영광군 법성면 대덕길2길 105,3,0,11,0,6,6,1,http://noricamp.com/site/%EB%8C%80%EB%8D%95%EC%82%B0%EB%86%8D%EC%9B%90%EC%BA%A0%ED%95%91%EC%9E%A5
오커빌리지,"자동차야영장,카라반,글램핑",37.5087212,127.5641006,경기도 양평군 용문면 연수리 ,3,0,2,5,2,1,1,http://www.ocher.co.kr/
프로방스펜션,"일반야영장,카라반,글램핑",35.331738,126.380373,전라남도 영광군 백수읍 해안로 677,3,0,3,0,2,2,1,https://pvg.modoo.at/
화니캠핑앤글램핑 ,"자동차야영장,글램핑",37.6467049,128.0343107,강원도 홍천군 동면 좌운리 120-1,3,0,10,0,2,2,1,http://www.hwaniglamping.co.kr/
동물카라반,"카라반,글램핑",37.747109,127.359949,경기 가평군 상면 임초밤안골로 313,3,0,5,3,0,0,0,http://www.xn--2q1b02ej2dgza95qi9ucii.com/default/
양평 플라워카라반펜션,"일반야영장,카라반",37.6461649,127.6170725,경기도 양평군 석산로 1543-9 ,3,0,0,6,0,0,0,http://xn--oi2ba456avvgmyh9lmcyi71c.com/Home/index
휴림,"일반야영장,카라반",37.4159894,127.4272904,경기 여주시 주어로 204,3,0,0,3,0,0,0,https://booking.naver.com/booking/3/bizes/159055
무도글램핑,"자동차야영장,글램핑",37.1718178,128.2619269,충북 제천시 송학면 무도리 573번지,4,0,7,0,1,1,2,http://www.xn--bj0b92iotdyted56b.com/main/index.html
햇살정원 제주캠핑&민박,일반야영장,33.2404153,126.6081516,제주특별자치도 서귀포시 보목동 보목포로65번길 6 ,4,0,0,0,1,1,1,https://cafe.naver.com/gottkfalsqkr
파인 글램핑 (파인 관광농원),"자동차야영장,글램핑",37.2143767,127.5317816,경기도 여주시 가남읍 신해리 ,4,0,10,0,2,2,1,https://www.pinenongwon.com/
형원레져 ,일반야영장,34.5271203,126.7666339,전남 강진군 도암면 월곶로 426,4,0,0,0,1,1,1,https://hwl.modoo.at/
대부도나라캠핑장,일반야영장,37.1997701,126.5603735,경기 안산시 단원구 장불길 31-23 (대부남동),4,0,0,0,0,0,0,http://www.narapension.co.kr/
해자연캠핑장,일반야영장,37.7017905,127.2640635,경기 남양주시 오남읍 팔현로175번길 310-60,4,0,0,0,0,0,0,https://booking.naver.com/booking/3/bizes/1648
별빛마루 야영장,일반야영장,36.2189407,127.271646,충남 논산시 벌곡면 대둔로 970,4,0,0,0,0,0,0,http://www.starrymaru.com/page/main.html
해오름 글램핑,"일반야영장,글램핑",37.7776565,127.146051,경기 포천시 소흘읍 광릉수목원로874번길 5,4,0,1,0,0,0,0,http://heorumps.com/
가우도카라반펜션,"일반야영장,카라반",34.5276559,126.7917474,전남 강진군 대구면 저두바닷길 3,5,0,0,6,2,2,3,http://www.gaudopension.com/
금오산힐링타운 ,"일반야영장,글램핑",36.10021,128.2757727,경상북도 김천시 남면 오봉리 ,5,0,19,0,3,1,1,http://herbtown.alltheway.kr/
논산 탑정호글램핑 ,일반야영장,36.1751734,127.1537943,충청남도 논산시 가야곡면 종연리 ,5,0,9,0,1,1,1,https://nonsancamping.modoo.at/
산아래 캠핑장 ,일반야영장,37.035477,128.6762554,경상북도 영주시 부석면 영부로890번길 132 ,5,0,0,0,2,2,2,https://booking.naver.com/booking/3/bizes/408220
어울림펜션 캠핑장,자동차야영장,37.1986218,128.3731132,강원 영월군 한반도면 문둔길 106,5,0,0,0,2,2,1,https://www.campingtalk.me/booking/camp/3384
아트앤 (원조캠핑장),"일반야영장,자동차야영장",35.5307228,129.0097777,울산광역시 울주군 상북면 이천리 ,5,0,0,0,1,1,1,https://artandcamp.modoo.at/
힐링아일랜드 글램핑,"일반야영장,글램핑",34.8289692,127.9873806,경남 남해군 삼동면 지족리 1149-2번지,5,0,17,0,1,1,0,http://xn--bj0b23klocpbz0oh4zvudrr0bwpe.com/
꽃내라팜,일반야영장,38.349023,128.426997,강원도 고성군 간성읍 꽃내마루길 75 ,5,0,0,0,1,1,1,http://www.peacefarm.net/
골체오름캠핑 ,자동차야영장,33.4516147,126.7049375,제주특별자치도 제주시 조천읍 선흘리 ,6,0,0,0,1,1,2,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=299&viewType=read01
물한계곡소나무펜션,"자동차야영장,카라반",36.0621547,127.8750004,충북 영동군 상촌면 물한6길 8-1,6,0,0,0,2,2,1,https://sonamoopension.modoo.at/
비학산자연휴양림 ,"일반야영장,카라반",36.1474462,129.2108045,경상북도 포항시 북구 기북면 탑정리 ,6,0,0,5,4,4,2,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030052
수희재 캠프,자동차야영장,37.350745,128.279203,강원도 영월군 무릉도원면 법흥리 97-2,6,0,0,0,1,1,1,https://booking.naver.com/booking/3/bizes/389719
아담펜션&캠핑장,"자동차야영장,글램핑",37.8653684,127.5566167,경기도 가평군 개곡리 382-3 외 1필지,6,0,0,0,2,2,2,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=1960&viewType=read03
얏호캠핑장,자동차야영장,37.5877754,126.5120391,인천 광역시 강화군 길상면 동검길 159-27,6,0,0,0,2,2,2,https://blog.naver.com/tank5599
올리브 그린 펜션 글램핑,글램핑,37.3335076,128.2825981,강원도 영월군 수주면 무릉법흥로 852-24 ,6,0,4,0,1,1,2,http://www.analoger.co.kr/
용추돌모리캠핑장,일반야영장,35.6742764,127.7833354,경상남도 함양군 안의면 하원리 1565-1번지 ,6,0,0,0,4,3,1,https://cafe.naver.com/green8n6ph
어거스트캠핑장,일반야영장,37.8181789,127.2275313,경기 포천시 가산면 우금3길 142-29,6,0,0,0,0,0,0,https://booking.naver.com/booking/3/bizes/267090
늘편한캠핑장,"자동차야영장,카라반",37.864023,128.1067125,강원도 홍천군 두촌면 괘석리 421-1,7,0,0,3,0,0,0,https://ahealingcamping.modoo.at/
돌집야영장(문기석) ,자동차야영장,38.0226318,127.8058815,강원도 화천군 간동면 춘양로 777-9 ,7,0,0,0,1,1,2,https://gocamping.or.kr/bsite/camp/info/read.do?c_no=859
백야자연휴양림 오토캠핑장 ,자동차야영장,36.9563721,127.6086301,충청북도 음성군 금왕읍 백야리 ,7,0,0,0,2,2,1,https://www.foresttrip.go.kr/pot/rm/fa/selectCmpgrArmpListView.do?hmpgId=ID02030016&menuId=002002002
천하마을야영장 ,일반야영장,34.7242982,128.0132576,경남 남해군 미조면 송정리 1379 외2 ,7,0,0,0,1,1,1,https://gocamping.or.kr/bsite/camp/info/read.do?c_no=2873
청평다감캠핑장 ,자동차야영장,37.7107695,127.4821699,경기도 가평군 호반로 886 ,7,0,0,0,3,2,2,https://pscamping.modoo.at/
화왕산자연휴양림 ,일반야영장,35.5419122,128.5649672,경상남도 창녕군 고암면 감리 ,7,0,0,0,1,1,1,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030015
가야경 오토캠핑장 ,"일반야영장,카라반",35.851937,128.1192188,경상북도 성주군 가천면 용사리 ,7,0,0,3,3,2,2,http://www.gayagyeong.co.kr/
백운힐링 캠핑장 ,일반야영장,38.0762131,127.4182271,경기도 포천시 이동면 도평리 26 ,7,0,0,0,2,2,3,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=7151&viewType=read01
캠플레이,자동차야영장,37.7807003,127.2887655,상서면 갈목길,7,0,0,0,1,0,10,https://cafe.naver.com/campplay3333
마곡사힐링캠프,일반야영장,36.5613582,127.0376832,충청남도 공주시 사곡면 회학리 ,8,0,0,0,1,1,2,http://xn--399a57vta171evya469cf5h7pdzvg.com/
사지목 나무그늘 ,일반야영장,35.3948556,128.9470211,경상남도 양산시 원동면 내포리 ,8,0,0,0,1,0,1,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=1467&viewType=read01
성당포구금강체험관야영장,일반야영장,36.1306862,126.9213199,전라북도 익산시 성당면 성당리 ,8,0,0,0,1,1,1,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=1684&viewType=read01
솔방울캠핑장,자동차야영장,38.1943958,128.3350852,강원도 인제군 북면 만해로 307 ,8,0,0,0,1,1,2,http://www.sol114.com/
청도감꽃 국민여가캠핑장 (청도군농촌체험관광센터 아가야 체험가자),"일반야영장,카라반",35.6126733,128.8223722,경상북도 청도군 매전면 청매로 825,8,0,0,4,2,2,2,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=2894&viewType=read01
프린세스 캠핑장,일반야영장,36.4759817,127.124494,충청남도 공주시 신관동 ,8,0,0,0,1,1,1,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=3320&viewType=read01
해오름펜션야영장,자동차야영장,35.3868598,126.991175,전남 담양군 용면 월계길 50,8,0,0,0,2,2,1,http://www.sunps.kr/
욜로캠프,"자동차야영장,카라반,글램핑",37.987266,127.0211427,경기 연천군 전곡읍 양원로 108-37,8,0,6,3,1,1,1,https://booking.naver.com/booking/3/bizes/246181
(주)태평소금 천일염 힐링캠프,일반야영장,34.9968071,126.1776166,전라남도 신안군 증도면 지도증도로 1053-11 ,9,0,0,10,1,1,2,https://site.onda.me/6748
강당골캠핑파크,일반야영장,36.7162118,127.0159079,충남 아산시 송악면 강당로 187-17,9,0,0,0,4,2,2,http://camping.designtu.kr/
봉바위농원 ,자동차야영장,37.7406333,126.6113229,경기도 김포시 하성면 평화공원로70번길 290-97 ,9,0,0,0,1,1,1,https://cafe.naver.com/tlsg001
숲속캠핑장 ,일반야영장,36.9963374,128.7306273,경상북도 봉화군 물야면 오록리 ,9,0,0,0,1,1,1,https://cafe.naver.com/supsokcamp
칠갑산도림휴게소캠핑장 ,"일반야영장,글램핑",36.3926819,126.898002,충청남도 청양군 장평면 적곡리 ,9,0,0,0,2,2,2,https://blog.naver.com/dlen2795
플레이랜드 캠핑장,자동차야영장,37.7557045,126.9091064,경기도 파주시 광탄면 보광로 538번길 21,9,0,0,1,2,2,1,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=3323&viewType=read01
마검포 힐링캠핑장 ,"일반야영장,글램핑",36.609231,126.2907009,충청남도 태안군 남면 마검포길 313-30 ,9,0,13,0,1,1,1,http://healingcamping.net/page/main.html
깊이울유원지 캠핑장,"일반야영장,카라반",37.9238045,127.1753182,경기 포천시 신북면 깊이울로 71,9,0,0,7,3,1,2,http://gipiulvillage.co.kr/default/main/main.php
알파고글램핑,"자동차야영장,글램핑",37.8220186,127.3204562,경기 가평군 상면 청군로 1565,9,0,7,0,4,2,6,https://alphago.modoo.at/
청포대숲속야영장,일반야영장,36.6397846,126.3045466,충남 태안군 남면 청포대길 32-8,9,0,0,0,0,0,0,http://01084871552.wazzang.com/
가은해솔캠핑장,일반야영장,36.7005829,128.0186437,경상북도 문경시 가은읍 원북리 177-6,10,0,0,0,4,2,1,https://gocamping.or.kr/bsite/camp/info/read.do?c_no=86
가평 사과나무 캠핑장 ,자동차야영장,37.7895015,127.358428,경기도 가평군 상면 항사리 ,10,0,0,0,2,2,6,https://cafe.naver.com/appletreecamping
늘솔길캠핑촌 ,일반야영장,36.0652321,129.159661,경상북도 포항시 북구 기계면 봉계리 ,10,0,0,0,1,1,1,https://nscamping.modoo.at/
담터오지캠핑장,일반야영장,38.1656895,127.1878004,경기도 포천시 관인면 삼율리 40-1번지,10,0,0,0,1,1,1,http://www.ojicamping.com/
대호레져글램핑 ,"자동차야영장,글램핑",37.0090121,128.0490433,충청북도 충주시 동량면 지동리 ,10,0,6,0,2,4,2,http://daehopension.co.kr/
더숲관광농원캠핑장,일반야영장,37.6272648,126.4875571,인천광역시 강화군 길상면 선두리 ,10,0,0,0,6,4,6,https://cafe.naver.com/thesoupcamp
둥지캠핑장,"자동차야영장,글램핑",37.6011132,127.531371,경기 가평군 설악면 묵안로 976-62,10,0,41,0,2,2,10,http://www.xn--2u1b287agqbwwiztj.com/
러브팩토리펜션캠핑장,자동차야영장,37.3197186,128.679724,강원도 정선군 남면 낙동리 ,10,0,0,0,2,1,1,https://cafe.naver.com/amasjj
물마루 캠핑장 ,자동차야영장,37.3121647,128.1800362,강원도 영월군 수주면 두산리 ,10,0,0,0,2,2,1,https://cafe.naver.com/mulmarucamping
봉화구마낚시야영장 ,일반야영장,36.9500136,128.9975815,경상북도 봉화군 소천면 현동리 ,10,0,0,0,1,1,2,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=1387
산정호수 가족글램핑장 ,"일반야영장,글램핑",38.066029,127.3167571,경기도 포천시 영북면 산정호수로411번길 13 ,10,0,10,2,1,1,1,http://www.xn--zf4buzn5kvnq.com/default/prologue/prologue_01.php
쌍곡예당 ,일반야영장,36.7456517,127.9024229,충청북도 괴산군 칠성면 쌍곡리 ,10,0,0,0,2,2,2,http://r.camperstory.com/resMain.hbb?reserve_path=RP&campseq=2219
약수농원,"일반야영장,카라반",35.5532499,128.5705796,경남 창녕군 고암면 감리 317,10,0,0,0,1,1,1,http://r.camperstory.com/resMain.hbb?reserve_path=RP&campseq=3296
어름치마을캠핑장,"자동차야영장,카라반",37.2925072,128.5416306,강원도 평창군 미탄면 마하길 42-5,10,0,0,6,1,1,1,http://www.mahari.kr/theme/websre21/shop/sub4_2.php?top=4&sub=2
오수애견캠핑장 ,"일반야영장,카라반",35.5410205,127.3336365,전라북도 임실군 오수면 금암리 ,10,0,0,8,2,1,2,https://cafe.naver.com/osucamping
모드니애캠핑장펜션,자동차야영장,37.1655767,128.1096115,충청북도 제천시 봉양읍 제원로 528 ,10,0,0,0,2,2,2,http://xn--9y5bi6fiyb8vl.com/
천문대 별빛정원 ,일반야영장,36.1509808,128.9965764,경상북도 영천시 화북면 정각길 150 ,10,0,0,0,4,4,2,https://cafe.naver.com/star1566
천하장사골야영장 ,일반야영장,35.3814083,128.1756466,"경남 의령군 대의면 신전리 276,277 ",10,0,0,0,1,1,1,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=2874&viewType=read01
첫물내기야영장 ,자동차야영장,37.3178616,128.2603527,강원 영월군 무릉도원면 무릉법흥로 516,10,0,0,0,1,1,1,https://cafe.naver.com/cmng727
펜션벨뷰캠핑장,자동차야영장,37.6627056,128.3074941,강원도 평창군 봉평면 흥정리 82번지 ,10,0,0,0,10,10,4,http://natureworld.penbang.com/
포레스트소울 ,자동차야영장,37.8917181,127.3683603,경기 가평군 조종면 명지산로 206-7,10,0,0,0,2,2,5,https://gocamping.or.kr/bsite/camp/info/read.do?c_no=3254
호반 캠핑장,"자동차야영장,카라반,글램핑",37.9339721,127.7178084,강원도 춘천시 신동 970-1번지,10,0,6,2,2,1,2,http://hobancamping.com/contents/main.html
백사장사계절 숲속야영장,일반야영장,36.579401,126.313817,충남 태안군 안면읍 창기리 1292-10번지,10,0,0,0,1,0,1,http://xn--989an60allda04ij2ab6r47cfa00hv44ckpibpm.gajagaja.co.kr/
동강아름캠프 ,자동차야영장,37.1152828,128.6413563,강원도 영월군 김삿갓면 외룡리 ,10,0,0,0,1,1,1,https://swcamp.modoo.at/
엘림펜션 오토캠핑장 ,일반야영장,36.9124691,128.1186009,충청북도 제천시 덕산면 월악산로2길 70-17 ,10,0,0,0,4,2,4,https://elimps.modoo.at/
올래캠핑장 ,자동차야영장,37.5924611,127.5117841,경기 가평군 설악면 어비산길 203,10,0,0,0,4,2,3,https://ddoolleh.itpage.kr/
유명산밸리 캠핑장 ,자동차야영장,37.5933173,127.4899222,경기 가평군 설악면 유명산길 79-28,10,0,0,0,4,2,4,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=7194&viewType=read01
은하캠핑장 ,자동차야영장,37.8428257,127.5087902,경기 가평군 가평읍 잎너비길 18-91,10,0,0,0,2,2,6,https://booking.naver.com/booking/3/bizes/83706/search
주작산자연휴양림 야영장,일반야영장,34.5151967,126.6861219,전남 강진군 신전면 주작산길 262,10,0,0,0,1,1,1,https://www.foresttrip.go.kr/pot/rm/fa/selectCmpgrArmpListView.do?hmpgId=ID02030060&menuId=002002002
청포대 휴 야영장,일반야영장,36.6397842,126.3019994,충남 태안군 남면 청포대길 63-6,10,0,0,0,0,0,0,http://xn--vk1bn50bmudc8bxxkj8bt2e.com/
낙동강레포츠밸리구지오토캠핑장,"일반야영장,카라반",35.671999,128.371533,대구광역시 달성군 구지면 구지서로 199 ,11,0,0,12,2,1,1,http://www.dssiseol.or.kr/pages/sisul/page.html?mc=1193
부재산방 캠핑장,일반야영장,35.1524195,128.406657,경남 창원시 마산합포구 진전면 미천2길 148,11,0,0,0,1,1,2,https://bujae.modoo.at/
성주자연오토캠핑장 ,일반야영장,35.8683648,128.1630932,경상북도 성주군 가천면 화죽리 ,11,0,0,0,2,2,4,https://sjnature.campingt.me/2324/home/index
써니아일랜드 야영장,일반야영장,34.5050012,127.7812864,전라남도 여수시 남면 금오로 1139 ,11,0,0,0,2,2,1,https://blog.naver.com/sunnysugar1139
와라캠핑장 ,자동차야영장,37.8753319,128.2798607,강원도 인제군 상남면 내린천로 2181,11,0,0,0,1,1,1,https://waracamping.modoo.at/
월포해수욕장야영장 ,일반야영장,34.7671729,127.9050428,경상남도 남해군 남면 석교리 ,11,0,0,0,2,2,2,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=2498&viewType=read01
마노힐링캠프,"일반야영장,카라반",37.1977373,127.2732285,경기 용인시 처인구 동부로729번길 112 (해곡동),11,0,0,11,0,0,0,https://goormsan.modoo.at/
갈기산펜션캠핑장 ,자동차야영장,37.5594165,127.7882815,경기도 양평군 청운면 신론리 ,12,0,0,0,1,1,1,http://galgisanpensioncamp.com/
구름포해수욕장카라반,"일반야영장,카라반,글램핑",36.8354752,126.1537895,충청남도 태안군 소원면 의항리 ,12,0,16,10,1,2,2,http://lespia.net/?intro=OK
국립검마산자연휴양림,일반야영장,36.7454151,129.2332593,경북 영양군 수비면 검마산길 191 ,12,0,0,0,2,1,2,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0184
노동오토캠핑장 ,자동차야영장,36.9559257,128.3734499,충청북도 단양군 단양읍 노동리 ,12,0,0,0,2,2,1,https://autorok.modoo.at/
달이머무는집 ,일반야영장,36.2324502,127.8892665,충청북도 영동군 황간면 월류봉길 57 ,12,0,0,0,4,2,1,https://blog.naver.com/moonstayhous
돌담캠핑장,"일반야영장,글램핑",35.1359472,128.5167768,경상남도 창원시 마산합포구 진동면 인곡리 ,12,0,9,0,1,1,1,https://doldamcamping.modoo.at/
두리캠핑장,일반야영장,37.3539309,127.5070566,경기도 여주시 이여로 778-10,12,0,0,0,1,1,1,https://duricamp.modoo.at/
벳소캠프 ,자동차야영장,37.4321541,128.1062214,강원도 횡성군 우천면 오원리 ,12,0,0,0,1,1,1,https://cafe.naver.com/betsocamp
산내들민박&오토캠핑장,일반야영장,37.114044,128.1120619,충청북도 제천시 국사봉로 260-0 ,12,0,0,0,1,1,1,http://www.xn--220bl3f24m34nz1h.com/
산내별빛오토캠핑장 ,일반야영장,35.6640559,129.058118,경상북도 경주시 산내면 대현리 ,12,0,0,0,1,1,1,http://www.starlightcamp.kr/
산내편안관광농원,일반야영장,35.7578172,129.0410068,경상북도 경주시 산내면 외칠리 ,12,0,0,0,2,2,2,https://cafe.naver.com/vusdkszoavld
산청별천지캠핑장,일반야영장,35.3329003,127.8949944,경상남도 산청군 단성면 호암로701번길 139,12,0,0,0,2,1,2,https://cafe.naver.com/byeolcheonji
샘골솔밭야영장,자동차야영장,37.8337987,128.475875,강원도 홍천군 내면 광원리 ,12,0,0,0,1,1,3,https://blog.naver.com/bks5487
석양마을 주포,일반야영장,35.0947361,126.4630334,전라남도 함평군 함평읍 주포로 403-6,12,0,0,0,1,1,1,https://jupo.modoo.at/
설래림야영장,자동차야영장,37.4682203,128.9368805,강원도 정선군 임계면 내도전길 418,12,0,0,0,1,2,2,https://seolcamp.modoo.at/
섬뜰아래 ,자동차야영장,37.3961219,126.4248224,인천광역시 중구 대무의로 229 ,12,0,0,0,2,2,1,http://www.xn--ig2bths6x29d.com/
